# Lux 7777 Delta Allocations for X-Chain
# These are addresses that held LUX on chain 7777 but were never migrated to 96369 mainnet
# Generated: 2025-07-23
# Total Addresses: 69
# Total LUX Amount: 2,023,306,456.547631502151489258 LUX
# Description: These addresses should be allocated on X-Chain as they were overlooked during the 7777->96369 migration
#
address,balance_lux,balance_wei,description
0xc19d8d7bc52c9f36da48b0a80eb8015c7add7916,2456893.009556819219142199,2456893009556819300971636,Lux 7777 holder not migrated to 96369
0xc25d00876b6bb80a64e3032c2872440ebfaf5b80,0.774717887660207105,774717887660207059,Lux 7777 holder not migrated to 96369
0xc62ed5ddf2c97538c4268615e46b7a9991cd385f,1342.554749611208535498,1342554749611208551023,Lux 7777 holder not migrated to 96369
0xc819896c3f9e9bd90af2405b043f2a9a0ccf62d9,0.697675656499999963,697675656500000000,Lux 7777 holder not migrated to 96369
0xc940f07de2ef614af51e33f1ce46a4ec82dbc364,1.377291060999999983,1377291061000000000,Lux 7777 holder not migrated to 96369
0xd17d33c6fb37df09ecc57120363818c985e86e94,0.706215774000000018,706215774000000000,Lux 7777 holder not migrated to 96369
0xd253919b93ed874b2971b3c776058c0fe5506be8,3.517652415000000143,3517652415000000000,Lux 7777 holder not migrated to 96369
0xd444db4234de0aea08dc6de480aaba18b81b4c38,1000000.000000000000000000,1000000000000000000000000,Lux 7777 holder not migrated to 96369
0xd46b82c283eae0095c9eb61006105f09692ec0bc,584.302282307000041328,584302282307000000000,Lux 7777 holder not migrated to 96369
0xd65d95cfaa0553eb5226e9901fc05ec47a083aa2,10000000.000000000000000000,10000000000000000000000000,Lux 7777 holder not migrated to 96369
0xd868e0f0cb9ee20fd61513f1650877fcd9a18f99,0.008060825000322434,8060825000322433,Lux 7777 holder not migrated to 96369
0xd88b11ff2796af327545917318f8f4ae7d504ee0,2131.893684721600038756,2131893684721599958000,Lux 7777 holder not migrated to 96369
0xe64999cb707ae2aff1e23ad1ca96ace7a54f6ff4,5.050476980000000005,5050476980000000000,Lux 7777 holder not migrated to 96369
0xe68740e4479d2dc22698c2e417b1eb7889709cf8,297.447902553999995234,297447902554000000000,Lux 7777 holder not migrated to 96369
0xeabcc110facbfebabc66ad6f9e7b67288e720b59,434.892958261791477526,434892958261791482575,Lux 7777 holder not migrated to 96369
0xf19f03fb64750abae0f4d2f038c223170bdb1250,225.734832584000002953,225734832584000000000,Lux 7777 holder not migrated to 96369
0xf3a989966256fee32df6780a3e45479bc3f8f6b8,0.698934042999999949,698934043000000000,Lux 7777 holder not migrated to 96369
0xf46c1b86c48dcb299d65d36b966a307053b941e6,225.012270905999997694,225012270906000000000,Lux 7777 holder not migrated to 96369
0xf5c91c6b5b85f4a7948284a4bafeb7aea9763129,297.420462546000010207,297420462546000000000,Lux 7777 holder not migrated to 96369
0xf718a9267556826c1acce70f7682dfee8eb31621,584.098397936999958802,584098397937000000000,Lux 7777 holder not migrated to 96369
0xf88aa64acd96ac036cf91f99f4082ad71586fd42,1.469197480999999916,1469197481000000000,Lux 7777 holder not migrated to 96369
0xf919f81562eef0e27b9da905ee4146549c8f9d71,1.829577725999999904,1829577726000000000,Lux 7777 holder not migrated to 96369
0xfd047b03b16aeda6971096279f5ed990a5ea5ef1,297.472800469999981487,297472800470000000000,Lux 7777 holder not migrated to 96369
0xff78943191d4ad3d7fe1f772bacfa1892d2d0883,1.362799733999999985,1362799734000000000,Lux 7777 holder not migrated to 96369
